Country,Year,Is Election Year,Years Since Last Election,Inflation Rate,Previous Year Inflation Rate,GDP Per Capita,Previous Year GDP Per Capita,Currency is Euro,Previous Year Currency is Euro,Net Migration,Previous Year Net Migration,Population,Previous Year Population,Unemployment Rate,Previous Year Unemployment Rate,VAT,Previous Year VAT,EURO600 Q1,EURO600 Q2,EURO600 Q3,EURO600 Q4,Previous Year EURO600 Q1,Previous Year EURO600 Q2,Previous Year EURO600 Q3,Previous Year EURO600 Q4,S&P500 Q1,S&P500 Q2,S&P500 Q3,S&P500 Q4,Previous Year S&P500 Q1,Previous Year S&P500 Q2,Previous Year S&P500 Q3,Previous Year S&P500 Q4,Crude Oil Q1,Crude Oil Q2,Crude Oil Q3,Crude Oil Q4,Previous Year Crude Oil Q1,Previous Year Crude Oil Q2,Previous Year Crude Oil Q3,Previous Year Crude Oil Q4,EUR-USD Exchange Rate Q1,EUR-USD Exchange Rate Q2,EUR-USD Exchange Rate Q3,EUR-USD Exchange Rate Q4,Previous Year EUR-USD Exchange Rate Q1,Previous Year EUR-USD Exchange Rate Q2,Previous Year EUR-USD Exchange Rate Q3,Previous Year EUR-USD Exchange Rate Q4,ECB Interest Rate,Previous Year ECB Interest Rate
Austria,2014,0,1,1.606,2.0,51786.377,50731.127,1,1,74.263,56.494,8.546,8.48,5.674,5.367,20.0,20.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Belgium,2014,1,4,0.34,1.113,47764.072,46757.952,1,1,57.103,56.755,11.209,11.159,8.523,8.425,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Cyprus,2014,0,3,-1.355,-0.399,27244.344,27797.453,1,1,4.467,4.426,1.177,1.167,16.277,16.131,18.967,17.964,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Czech Republic,2014,0,1,0.344,1.438,19890.92,20133.169,0,0,5.009,-1.553,10.525,10.514,6.108,6.953,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Denmark,2014,0,3,0.564,0.789,62548.985,61191.194,0,0,21.67,20.779,5.643,5.615,6.925,7.384,25.0,25.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Estonia,2014,0,3,-0.106,2.781,20261.067,19056.002,1,1,-0.562,-2.65,1.315,1.318,7.352,8.631,20.0,20.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Finland,2014,0,3,1.041,1.478,50327.24,49892.223,1,1,15.95,18.026,5.462,5.439,8.663,8.193,24.0,24.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
France,2014,0,2,0.508,0.864,43068.549,42602.718,1,1,26.585,36.552,66.312,66.002,10.273,9.913,20.0,19.6,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Germany,2014,0,1,0.907,1.505,48023.87,46298.923,1,1,369.027,342.555,80.982,80.646,4.98,5.316,19.0,19.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Greece,2014,1,5,-1.312,-0.921,21616.71,21787.788,1,1,-30.228,-31.535,10.892,10.965,26.708,27.686,23.0,23.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Hungary,2014,1,4,-0.228,1.733,14294.258,13715.07,0,0,11.571,5.296,9.866,9.893,7.725,10.177,27.0,27.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Ireland,2014,0,3,0.191,0.515,55752.765,51496.962,1,1,0.714,-12.015,4.658,4.624,11.858,13.735,23.0,23.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Italy,2014,0,1,0.241,1.22,35565.721,35560.081,1,1,50.102,154.366,60.789,60.234,12.717,12.175,22.0,21.25,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Latvia,2014,1,3,0.62,-0.029,15742.391,15007.492,1,0,-11.83,-12.505,1.994,2.013,10.846,11.867,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Lithuania,2014,0,2,0.104,1.047,16551.018,15729.652,0,0,-20.883,-22.781,2.932,2.958,10.698,11.77,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Luxembourg,2014,0,1,0.629,1.734,123678.702,120000.141,1,1,11.181,10.553,0.556,0.543,6.044,6.045,15.0,15.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Malta,2014,0,1,0.31,1.18,26753.273,24769.596,1,1,8.474,7.348,0.435,0.426,5.725,6.106,18.0,18.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Netherlands,2014,0,2,0.976,2.507,52900.537,52198.898,1,1,54.876,51.268,16.865,16.804,7.419,7.241,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Poland,2014,0,3,0.054,0.992,14181.949,13558.341,0,0,-24.234,-27.597,38.012,38.04,8.99,10.326,23.0,23.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Portugal,2014,0,3,-0.278,0.274,22103.701,21653.196,1,1,-30.033,-36.657,10.401,10.457,13.897,16.188,23.0,23.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Slovakia,2014,0,2,-0.076,1.4,18719.988,18276.01,1,1,1.058,1.279,5.419,5.413,11.537,14.227,20.0,20.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Slovenia,2014,1,3,0.199,1.769,24247.173,23503.282,1,1,-0.225,0.21,2.062,2.06,9.692,10.116,22.0,21.005,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Spain,2014,0,3,-0.151,1.409,29513.651,29077.182,1,1,-94.869,-254.292,46.481,46.62,24.441,26.094,21.0,21.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Sweden,2014,1,4,-0.18,-0.044,60020.36,61126.943,0,0,75.67,72.873,9.696,9.6,7.954,8.052,25.0,25.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
United Kingdom,2014,0,4,1.451,2.292,47439.617,43426.298,0,0,261.389,268.067,64.602,64.128,6.363,7.704,20.0,20.0,330.06,340.022,340.256,334.743,289.606,295.16,302.857,318.412,1834.871,1900.373,1975.908,2009.344,1513.98,1609.491,1674.944,1768.667,98.615,102.992,97.249,73.196,94.361,94.173,105.812,97.611,1.37,1.371,1.326,1.25,1.321,1.306,1.324,1.361,0.163,0.554
Austria,2015,0,2,0.897,1.606,44195.818,51786.377,1,1,115.125,74.263,8.643,8.546,5.802,5.674,20.0,20.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Belgium,2015,0,1,0.561,0.34,41008.297,47764.072,1,1,57.008,57.103,11.274,11.209,8.482,8.523,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Cyprus,2015,0,4,-2.097,-1.355,23487.219,27244.344,1,1,4.655,4.467,1.187,1.177,15.026,16.277,19.0,18.967,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Czech Republic,2015,0,2,0.309,0.344,17829.698,19890.92,0,0,5.297,5.009,10.546,10.525,5.048,6.108,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Denmark,2015,1,4,0.452,0.564,53254.856,62548.985,0,0,22.368,21.67,5.683,5.643,6.278,6.925,25.0,25.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Estonia,2015,1,4,-0.492,-0.106,17402.038,20261.067,1,1,4.308,-0.562,1.315,1.315,6.412,7.352,20.0,20.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Finland,2015,1,4,-0.208,1.041,42801.908,50327.24,1,1,12.433,15.95,5.48,5.462,9.376,8.663,24.0,24.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
France,2015,0,3,0.038,0.508,36652.922,43068.549,1,1,18.807,26.585,66.548,66.312,10.354,10.273,20.0,20.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Germany,2015,0,2,0.514,0.907,41103.256,48023.87,1,1,397.921,369.027,81.687,80.982,4.612,4.98,19.0,19.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Greece,2015,0,1,-1.736,-1.312,18083.878,21616.71,1,1,-29.315,-30.228,10.821,10.892,24.981,26.708,23.0,23.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Hungary,2015,0,1,-0.062,-0.228,12717.039,14294.258,0,0,14.166,11.571,9.843,9.866,6.813,7.725,27.0,27.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Ireland,2015,0,4,-0.331,0.191,62179.264,55752.765,1,1,13.13,0.714,4.702,4.658,9.908,11.858,23.0,23.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Italy,2015,0,2,0.039,0.241,30242.386,35565.721,1,1,34.031,50.102,60.731,60.789,11.929,12.717,22.0,22.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Latvia,2015,0,1,0.174,0.62,13786.457,15742.391,1,1,-11.163,-11.83,1.978,1.994,9.873,10.846,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Lithuania,2015,0,3,-0.884,0.104,14263.965,16551.018,1,0,-18.912,-20.883,2.905,2.932,9.12,10.698,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Luxembourg,2015,0,2,0.475,0.629,105462.013,123678.702,1,1,11.373,11.181,0.57,0.556,6.796,6.044,17.0,15.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Malta,2015,0,2,1.101,0.31,24921.714,26753.273,1,1,9.443,8.474,0.445,0.435,5.379,5.725,18.0,18.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Netherlands,2015,0,3,0.6,0.976,45193.403,52900.537,1,1,57.677,54.876,16.94,16.865,6.872,7.419,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Poland,2015,1,4,-0.874,0.054,12560.051,14181.949,0,0,-25.426,-24.234,37.986,38.012,7.501,8.99,23.0,23.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Portugal,2015,1,4,0.488,-0.278,19250.107,22103.701,1,1,-10.124,-30.033,10.358,10.401,12.447,13.897,23.0,23.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Slovakia,2015,0,3,-0.325,-0.076,16390.882,18719.988,1,1,2.637,1.058,5.424,5.419,11.492,11.537,20.0,20.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Slovenia,2015,0,1,-0.526,0.199,20890.166,24247.173,1,1,7.934,-0.225,2.064,2.062,8.975,9.692,22.0,22.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Spain,2015,1,4,-0.5,-0.151,25754.361,29513.651,1,1,-0.871,-94.869,46.445,46.481,22.057,24.441,21.0,21.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Sweden,2015,0,1,-0.047,-0.18,51545.484,60020.36,0,0,77.987,75.67,9.799,9.696,7.432,7.954,25.0,25.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
United Kingdom,2015,1,5,0.368,1.451,44964.391,47439.617,0,0,254.218,261.389,65.116,64.602,5.517,6.363,20.0,20.0,376.325,398.718,375.305,369.373,330.06,340.022,340.256,334.743,2063.69,2101.829,2027.2,2052.312,1834.871,1900.373,1975.908,2009.344,48.575,57.95,46.498,42.157,98.615,102.992,97.249,73.196,1.126,1.105,1.112,1.095,1.37,1.371,1.326,1.25,0.05,0.163
Austria,2016,0,3,0.892,0.897,45307.588,44195.818,1,1,66.282,115.125,8.737,8.643,6.064,5.802,20.0,20.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Belgium,2016,0,2,1.974,0.561,42012.623,41008.297,1,1,56.781,57.008,11.331,11.274,7.83,8.482,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Cyprus,2016,1,5,-1.429,-2.097,24715.143,23487.219,1,1,4.878,4.655,1.198,1.187,13.006,15.026,19.0,19.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Czech Republic,2016,0,3,0.684,0.309,18575.232,17829.698,0,0,-0.3,5.297,10.566,10.546,3.952,5.048,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Denmark,2016,0,1,0.25,0.452,54663.998,53254.856,0,0,22.859,22.368,5.728,5.683,5.989,6.278,25.0,25.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Estonia,2016,0,1,0.149,-0.492,18295.343,17402.038,1,1,1.164,4.308,1.316,1.315,6.882,6.412,20.0,20.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Finland,2016,0,1,0.357,-0.208,43814.027,42801.908,1,1,17.21,12.433,5.495,5.48,8.818,9.376,24.0,24.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
France,2016,0,4,0.183,0.038,37062.534,36652.922,1,1,14.729,18.807,66.724,66.548,10.057,10.354,20.0,20.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Germany,2016,0,3,0.492,0.514,42136.121,41103.256,1,1,432.017,397.921,82.349,81.687,4.104,4.612,19.0,19.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Greece,2016,0,2,-0.826,-1.736,17923.967,18083.878,1,1,-27.234,-29.315,10.776,10.821,23.514,24.981,23.584,23.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Hungary,2016,0,2,0.395,-0.062,13104.7,12717.039,0,0,-0.982,14.166,9.814,9.843,5.115,6.813,27.0,27.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Ireland,2016,0,5,0.02,-0.331,62784.066,62179.264,1,1,18.978,13.13,4.755,4.702,8.374,9.908,23.0,23.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Italy,2016,0,3,-0.094,0.039,30960.732,30242.386,1,1,49.591,34.031,60.627,60.731,11.725,11.929,22.0,22.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
